LOCATION,Anxiety_disorders,Attention_deficit_hyperactivity_disorder,Autism_spectrum_disorders,Bipolar_disorder,Conduct_disorder,Depressive_disorders,Eating_disorders,Idiopathic_developmental_intellectual_disability,Mental_disorders,Other_mental_disorders,Schizophrenia,Pays_code_iso3,Surpoids enfants <5 ans,Dépenses publiques santé,Anémie femmes 15-49 ans,Concentration particules air PM2.5,Aide eau et assainissement,Accès eau potable sûre,Usage combustibles propres,Violences conjugales sur la dernière année,Taux d'homicides,Indicateur nutrition poids/taille,Retard croissance enfants,Accès hygiène de base,Violences conjugales à vie,Déchets domestiques traités,Niveau d'assainissement,Médecins pour 10k habitants,Personnel infirmier densité,Personnel de santé total,Grossesse adolescentes 15-19,Taux de suicides,Dépenses santé catastrophiques 10%,Dépenses santé catastrophiques 25%,Grossesse adolescentes 10-14,Couverture planning familial,Prévalence hépatite B,Décès intoxications,Espérance de vie en bonne santé totale,Espérance de vie en bonne santé femmes,Espérance de vie en bonne santé hommes,Pharmaciens pour 10k,Prévalence tabagisme adultes,Accès eau potable,Accès assainissement amélioré,Mortalité maternelle,Décès liés eau/assainissement,Prévalence VIH,Incidence paludisme,Mortalité maladies non transmissibles,Accidents de la route,Mortalité enfants <5 ans,Couverture vaccin rougeole 2,Décès pollution atmosphérique,Taux mortalité brute,Indice couverture santé,Capacité réponse sanitaire,Couverture vaccin pneumocoque,Taux de mortalité maternelle,Incidence tuberculose,Traitement maladies tropicales,Espérance de vie totale,Espérance de vie femmes,Espérance de vie hommes,Aide santé internationale,Vaccination HPV filles,Traitement troubles alcool,Infections résistantes MRSA,Infections résistantes E.coli,Traitement dépendances drogues,Accès médicaments essentiels,Country Name_gpw,Country Code,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Country Name_sdg3,IncomeGroup
Australia,1190.162442448517,97.32691347755096,192.8168475738564,147.47770745532273,75.88402401211957,754.1126458883195,214.8021250103096,64.22398021371603,3087.5629604042056,139.2523312435522,211.50394308094096,AUS,26.4,20.22,11.1,9.12,,,100.0,3.0,0.9,,3.1,,23.0,95.8,96.0,6.41,134.5,40.86,6.7,13.1,2.47,0.4,0.1,,0.1,0.1,70.6,71.1,70.1,9.37,13.1,99.0,94.0,6.2,1.9,No data,,8.3,11.2,3.7,93.0,10.0,2.3,≥80 ,91.0,95.0,2.0,4.5,10 441,83.1,84.9,81.3,,71.0,,15.0,12.7,,,Australie,AUS,56739.0265346593,49888.0410842736,53901.7145392154,57196.4220783778,54972.7017885437,51791.540179984,60607.7788605166,64997.0136536475,64835.9199754535,64407.484256932,Australia,High income
Austria,808.1204836413773,64.47904635006799,161.3870233576856,133.98734904766465,70.71401445045919,477.543718765279,116.5957344834358,24.34310774331892,2153.156884562138,120.44028499332116,175.54612172953037,AUT,,16.32,16.7,12.42,,99.0,100.0,4.0,0.5,,,,15.0,95.8,100.0,6.19,112.8,55.15,3.9,14.5,,,0.0,,0.2,0.2,69.8,70.5,69.1,7.62,24.9,98.0,84.0,5.2,2.0,No data,,9.9,11.8,3.1,94.0,17.0,2.0,≥80 ,67.0,,6.0,4.6,54,81.0,83.3,78.7,,53.0,,3.9,8.1,,,Autriche,AUT,43915.228020857,45061.4993920192,47163.7425775142,51194.0749841299,49885.9947355204,48716.4098900349,53648.7190742245,52176.6649141178,56033.573792065,56833.1960472053,Austria,High income
Azerbaijan,412.0838593754158,24.834122441472022,112.59164639705187,103.72050884507937,69.62753119049738,639.7538588426568,44.33927513548251,61.294036129139165,1774.048921058984,111.05661007981172,194.74747262237625,AZE,4.2,4.61,35.6,26.18,1.8,72.0,98.9,5.0,2.5,3.5,6.8,,14.0,37.4,,3.38,55.78,31.85,37.3,1.6,,,0.0,,0.1,0.4,64.0,65.0,63.0,0.62,19.6,100.0,83.0,72.0,3.6,<0.1,,17.4,2.3,18.6,93.0,122.0,12.8,66,67.0,82.0,18.0,17.2,0,72.9,75.2,70.5,0.44,,,,,,,Azerbaïdjan,AZE,5500.50364628486,3880.6852276838,4147.1981423222,4739.7943123408,4805.75371765917,4229.91064904503,5408.04535175023,7770.594223351,7133.02838048328,7283.83562954872,Azerbaijan,Upper middle income
Bahamas,756.6702492146152,105.70552382154828,113.6877675436741,153.6911445067261,68.90151069623283,726.2285029253032,101.0190516740056,22.080491393871885,2354.601414110397,110.0216194564342,196.5955528779849,BHS,,15.77,18.8,5.2,,,100.0,,44.6,,,,,,,2.54,42.24,18.95,,3.3,,,,,0.2,0.2,61.5,63.2,59.8,,11.3,99.0,87.0,7.8,2.6,0.16,,20.4,6.9,12.7,53.0,10.0,9.2,77,60.0,81.0,76.0,16.2,243,70.4,73.5,67.3,,9.0,,,,,,Bahamas,BHS,30719.405417469,30616.5363157284,31875.4881749619,32642.3353203452,33640.3369861278,26178.7537607708,30367.8605757708,34957.1613279737,38231.774484278,39455.4466548546,"Bahamas, The",High income
Bahrain,571.9145302438068,50.7761098582793,139.69256060731448,139.11578247778417,54.57714843448783,762.0998260473032,73.08921807982405,32.44648709698492,2160.2844061723204,117.687482003702,218.8852613228332,BHR,,8.64,38.4,51.84,,99.0,100.0,,0.3,,4.6,100.0,,94.1,92.0,0.8,26.48,7.41,7.2,4.7,4.88,1.4,,,0.0,0.2,64.2,63.0,64.8,1.65,15.0,98.0,99.0,12.0,0.8,No data,,14.8,1.7,8.6,99.0,68.0,4.4,76,92.0,98.0,17.0,8.1,0,74.4,75.1,73.8,,,,42.1,63.0,,,Bahreïn,BHR,23734.0551143019,23800.001440631,24784.7693514607,26324.4066549559,27259.7438599327,24342.8444554718,27147.8083882286,30470.5219276023,29290.1284215098,30048.2177718844,Bahrain,High income
Bangladesh,472.7636290736762,24.09272020242544,62.90993790226051,76.28506466571639,54.59973204695503,952.5014283367666,37.30832414374637,41.97011435020651,2077.2647948449485,111.11768911373017,243.7161550094626,BGD,1.6,1.19,37.6,46.85,302.0,59.0,28.4,23.0,2.9,10.7,25.1,62.0,50.0,16.3,31.0,0.76,6.64,7.22,71.2,2.8,24.42,8.45,0.0,73.9,0.5,0.1,63.1,63.0,63.1,1.1,32.9,70.0,98.0,221.0,18.2,<0.01,1.1,18.1,0.0,30.6,93.0,144.0,17.9,52,69.0,99.0,115.0,18.6,57 177 911,73.1,74.6,71.6,1.76,21.0,,88.5,90.0,,,Bangladesh,BGD,1224.38647668165,1649.28380858601,1811.08221668646,1965.24372731467,2129.79896954606,2248.85078828233,2482.84917843357,2716.48592780431,2551.01773827307,2593.41607390407,Bangladesh,Lower middle income
Barbados,731.597866302507,106.74523520067146,116.24061202141988,156.72346330038388,69.57867477238506,646.7341469004145,81.60027061920746,19.96590697974968,2249.3057868557494,110.85804863951864,209.261562119491,BRB,13.0,8.74,20.1,9.83,,,100.0,,12.7,,5.8,,,,,3.14,36.66,29.58,,3.5,16.37,3.82,,,0.2,0.1,66.7,67.1,66.2,11.41,7.0,98.0,85.0,0.81,7.7,0.14,,14.0,9.5,10.0,76.0,19.0,6.9,77,67.0,86.0,35.0,10.0,771,76.8,78.4,75.1,0.0,50.0,0.3,,,,,Barbade,BRB,18954.2913724506,19065.8069800213,19692.7606711615,20055.915870771,20583.7265786414,18347.1109131055,18696.7858952957,22164.0260273876,23804.0249914995,25365.7949424181,Barbados,High income
Belarus,423.283959461216,24.66633189378881,137.1637818182369,103.08878137962826,68.95209886736302,583.7084950929939,46.87061298455601,51.323453543913566,1694.507324360186,109.91596196191962,145.5338473565711,BLR,3.4,12.28,22.1,17.19,0.1,93.0,99.7,6.0,2.2,1.3,1.1,,21.0,83.3,75.0,6.09,108.15,47.17,11.6,15.6,16.54,1.16,0.0,66.0,0.3,1.6,63.7,66.8,60.5,4.5,30.1,100.0,98.0,27.0,1.6,<0.1,,23.8,11.4,2.4,95.0,70.0,0.8,79,96.0,,1.0,7.4,0,73.1,78.1,68.1,0.67,,,,,10.0,,Bélarus,BLR,5967.05595058777,5039.77560949445,5785.54491935194,6360.037502312,6837.77339645635,6542.85579976768,7489.71894713888,7994.64806074889,7896.75388295584,8316.64776291533,Belarus,Upper middle income
Belgium,818.4313007807399,49.41905901848271,155.8941294750595,133.13312290832377,73.15828874459702,722.2657451436176,105.94413959448109,26.215760887910506,2377.903835268589,119.95775213663651,173.484536578739,BEL,4.9,15.19,15.0,11.57,,100.0,100.0,5.0,1.2,0.8,2.6,,22.0,85.4,95.0,11.92,128.85,65.25,4.3,18.4,,,0.0,,0.1,0.4,69.8,70.3,69.3,21.18,26.7,,98.0,7.5,5.3,No data,,9.2,8.7,3.6,82.0,15.0,2.1,≥80 ,76.0,94.0,4.0,4.6,61,81.5,83.7,79.3,,72.0,1.2,4.6,8.9,7.8,,Belgique,BEL,40893.804537772,41854.5498296444,44035.3239358548,47487.2100392561,46716.6227467964,45906.2875805246,51658.238294958,50822.2518538518,54690.0942734964,55954.6106261018,Belgium,High income
Belize,713.4155098677054,106.10158663067948,107.69396493114766,154.02664092992055,69.07137212013745,770.5062326821964,69.067609552224,23.53665978075057,2321.136340488176,110.26262566839684,197.4541383250177,BLZ,5.6,11.48,21.3,10.44,0.3,,82.9,8.0,38.3,1.8,11.7,90.0,24.0,,,1.71,20.6,10.86,52.1,4.2,6.2,3.1,1.4,64.9,0.6,0.2,63.8,64.7,63.0,7.7,8.8,95.0,85.0,27.0,4.3,0.39,0.0,15.4,5.1,12.7,88.0,40.0,9.3,68,55.0,,67.0,17.5,1689,73.3,75.4,71.4,4.02,41.0,,,,,,Belize,BLZ,6154.49593498217,6142.49873185177,6072.58267640581,6031.28139580144,6190.04792278445,5227.19363786168,6122.61158580079,7068.45478269722,7459.99815132837,8429.67959707387,Belize,Upper middle income
Benin,869.5019309527652,38.37608759092073,128.11544746751548,97.14435409290336,68.88741376111845,623.8088117037454,27.48833441490113,13.757614895025023,2164.3684269198284,110.96484501651808,186.3235870244161,BEN,3.7,2.6,50.0,31.78,66.4,,6.0,15.0,5.8,8.3,33.2,12.0,26.0,6.7,3.0,0.05,6.11,2.16,77.2,7.1,14.29,2.95,0.8,36.8,2.9,1.1,55.7,56.6,54.9,0.31,6.3,81.0,69.0,51.0,60.2,<0.1,363.4,20.8,7.0,77.9,,207.0,28.0,38,42.0,69.0,518.0,24.8,6 385 123,64.0,66.4,61.7,5.44,,,52.6,73.1,,,Bénin,BEN,1002.41886879614,1010.5338961993,1054.97408066814,1151.7409703472,1130.82135339795,1200.19426631122,1318.65158107487,1266.42710981159,1394.17784663045,1485.38018980894,Benin,Lower middle income
Bhutan,441.87231634526,26.311139169708586,73.50578492947538,76.93671990849397,55.347866351056425,555.6439765529813,45.92315639155474,55.614860237574185,1669.827121592611,113.0656061620484,225.6056955444576,BTN,8.0,6.69,33.8,16.91,17.2,73.0,91.6,9.0,3.0,5.1,17.9,93.0,22.0,48.8,51.0,0.97,20.52,5.53,6.1,4.9,3.98,1.77,0.0,,0.1,0.1,64.8,64.6,65.0,0.68,18.7,99.0,99.0,164.0,15.7,<0.1,0.0,15.9,4.4,23.1,97.0,88.0,12.7,60,64.0,99.0,47.0,12.2,173 578,74.9,75.9,73.9,5.66,87.0,,,,,,Bhoutan,BTN,2954.04081911097,3152.30905106786,3435.28804735662,3400.20417245342,3576.87987100503,3191.66906999331,3570.61257980872,3711.32767981591,3839.4093039286,,Bhutan,Lower middle income
Bolivia,970.8997906065806,73.51507128860946,115.73619280040532,154.28322270872977,70.34843466606006,564.1990422336893,82.91192900333574,25.797047718403142,2317.796399688425,110.56444999536652,149.5412186672456,BOL,9.9,16.35,24.9,26.89,169.8,,90.6,18.0,10.7,2.0,10.7,27.0,42.0,,,2.29,16.24,12.84,71.0,4.2,5.69,1.19,,50.3,0.1,0.4,57.4,58.8,56.3,2.41,12.4,72.0,67.0,105.0,14.3,0.16,2.51,19.9,3.6,23.1,50.0,76.0,12.2,65,46.0,68.0,146.0,17.6,189 894,65.4,68.4,62.9,1.26,67.0,,,,,23.1,Bolivie,BOL,2996.01289811344,3035.87347732132,3306.30301224425,3500.72642189887,3503.89601123129,3099.94219053514,3384.84486462654,3643.92826984604,3686.27996442176,4001.21133990795,Bolivia,Lower middle income
Bosnia and Herzegovina,663.0103727841388,24.743694461925053,121.6483330750214,99.82215189852477,68.78862114125705,499.8707641788409,41.66906917329222,50.461145711490566,1872.6048904848835,111.07775707189218,191.5129809885003,BIH,13.0,14.79,26.0,29.67,21.9,87.0,39.5,3.0,1.4,,7.9,,12.0,65.3,,2.58,67.27,25.84,8.5,9.0,8.18,1.39,0.1,,0.6,1.9,65.0,66.1,63.9,1.38,36.2,100.0,73.0,24.0,1.9,<0.1,,17.2,6.3,6.0,63.0,115.0,4.5,66,,,6.0,13.7,0,74.8,77.2,72.6,7.54,5.0,,26.5,26.8,,,Bosnie-Herzégovine,BIH,4662.25883724069,4928.5665251728,5345.01985489192,6047.84584261133,6122.3753450882,6130.31133245161,7295.3438240957,7655.59421024383,8663.02322987879,8957.37294188215,Bosnia and Herzegovina,Upper middle income
Botswana,556.3540023976593,42.9537757178568,129.39785741413564,97.34127741371172,71.19755853058233,603.852980149766,44.37282554893656,15.51915772910352,1846.790062031156,109.62192888944836,176.1786982399563,BWA,11.5,14.62,30.9,14.42,0.1,,66.4,17.0,15.4,,21.0,,34.0,,,0.36,30.18,3.79,48.1,8.4,4.32,1.01,0.3,,0.2,1.1,53.1,53.9,52.3,0.53,18.7,100.0,95.0,244.0,26.8,1.9,0.47,19.0,6.0,39.6,79.0,140.0,20.9,55,45.0,81.0,155.0,16.5,685 567,61.2,63.2,59.2,0.85,32.0,,,,,,Botswana,BWA,6141.20394726616,6749.05994339013,7104.96401088027,7407.95940141786,7172.08956480028,6323.29749806946,7807.88794500125,8328.70905682185,7826.35376483298,7695.2420641819,Botswana,Upper middle income
Brazil,1142.917918671286,78.20865659910824,103.3952323887041,172.459949852797,68.14394082986453,722.9992564457592,81.07899505739377,25.298857448916262,2690.635035762313,103.32539542602169,192.80683304246435,BRA,10.9,9.0,21.3,11.26,152.8,87.0,96.5,6.0,32.3,3.4,8.9,,23.0,,50.0,7.45,55.02,23.57,40.2,7.6,11.81,1.88,2.0,,0.0,0.1,61.8,63.4,60.3,4.14,12.2,98.0,90.0,49.0,6.6,0.24,3.81,14.5,9.4,14.4,64.0,28.0,7.6,≥80 ,65.0,74.0,67.0,15.7,3 102 066,72.4,75.8,69.0,0.15,73.0,,31.6,36.3,,,Brésil,BRA,8936.19661712113,8836.28652735657,10080.5092819305,9300.66164923219,9029.83326681073,7074.19378337644,7972.5366498646,9281.33334441234,10377.5892792557,10280.3148624429,Brazil,Upper middle income
Brunei Darussalam,462.2966735518265,65.78688085409776,328.50366319586806,99.53658288415856,63.36967013057895,497.2197421685158,97.74291691552706,5.643908327140468,1967.873058237684,123.07451272850427,224.69850748146607,BRN,9.5,6.36,18.3,6.76,,,100.0,,0.8,,9.9,,,,,2.35,66.17,18.86,8.8,3.0,,,0.3,,0.1,0.0,67.1,67.9,66.3,2.1,16.4,100.0,99.0,65.0,1.7,No data,,14.9,0.7,9.4,99.0,20.0,4.9,78,71.0,,36.0,3.6,1,76.9,78.6,75.3,,83.0,,12.2,15.6,,,Brunéi Darussalam,BRN,30625.128732694,26663.2973199878,28024.3824618568,30988.1190497851,30426.5730284202,26834.3592463839,31006.9636220576,36632.9280421411,32890.5492465722,33417.8357740437,Brunei Darussalam,High income
